"Gender","Ever_Married","Age","Graduated","Profession","Work_Experience","Spending_Score","Family_Size","Car","Licence_Plate","Credit_Owner","Child","Var_1","Segmentation"
"Male","Yes",63,"Yes","Artist",1,"Low",1,9,"1-GFH-483","0",0,"Cat_6","C"
"Female","Yes",66,"Yes","Artist",0,"Average",2,8,"1-WPX-473","0",0,"Cat_6","C"
"Male","Yes",55,"No","Engineer",1,"High",4,6,"1-PKU-334","1",0,"Cat_6","A"
"Female","Yes",47,"Yes","Doctor",1,"Average",4,6,"1-YBF-817","0",3,"Cat_6","C"
"Female","Yes",70,"Yes","Lawyer",1,"High",2,10,"1-HQH-590","0",0,"Cat_6","C"
"Female","No",41,"Yes","Homemaker",NA,"Low",1,5,"1-VND-413","0",0,"Cat_4","C"
"Female","Yes",30,"No","Engineer",6,"Low",2,2,"1-XJA-640","0",1,"Cat_3","A"
"Male","Yes",65,"No","Entertainment",1,"High",2,8,"1-QLA-851","0",1,"Cat_6","B"
"Male","Yes",58,"Yes","Entertainment",1,"Average",4,7,"1-DGI-558","0",2,"Cat_6","B"
"Female","No",25,"Yes","Artist",9,"Low",1,1,"1-ACY-348","0",0,"Cat_6","B"
"Male","Yes",62,NA,"Lawyer",0,"Low",1,8,"1-DXF-696","0",0,"Cat_6","C"
"Male","No",25,"No","Entertainment",3,"Low",1,1,"1-GYV-049","0",1,"Cat_4","A"
"Female","No",30,"No","Engineer",1,"Low",NA,2,"1-DTN-807","0",NA,"Cat_4","A"
"Female","No",26,"Yes","Healthcare",1,"Low",5,1,"1-JSM-529","0",4,"Cat_4","C"
"Female","No",28,"Yes","Entertainment",0,"Low",4,2,"1-OOR-006","0",1,"Cat_6","C"
"Female","No",85,"Yes","Homemaker",4,"Low",1,12,"1-UMS-558","0",0,"Cat_6","D"
"Male","Yes",68,"Yes","Healthcare",0,"Average",3,8,"1-BHK-720","0",1,"Cat_6","A"
"Male","Yes",55,"Yes","Artist",0,"High",2,7,"1-ADI-735","1",0,"Cat_3","A"
"Male","Yes",57,"No","Entertainment",NA,"Low",2,7,"1-UIF-897","0",1,"Cat_3","B"
"Male","No",18,"No","Healthcare",6,"Low",4,1,"1-QZL-215","1",3,"Cat_4","D"
"Male","No",19,"No","Healthcare",1,"Low",4,1,"1-WHG-263","1",1,"Cat_3","D"
"Female","No",20,"No","Marketing",1,"Low",2,1,"1-BKK-255","0",1,"Cat_3","D"
"Male","No",29,"No","Engineer",0,"Low",5,3,"1-SPD-795","0",3,"Cat_3","A"
"Male","Yes",72,"Yes","Entertainment",NA,"High",2,10,"1-NNS-219","0",0,"Cat_6","C"
"Female","Yes",88,"Yes","Artist",1,"High",2,13,"1-MVP-457","0",0,"Cat_6","C"
"Male","Yes",32,"Yes","Healthcare",1,"Low",2,2,"1-HWX-639","0",1,"Cat_6","D"
"Female","Yes",37,"No","Engineer",7,"Low",1,4,"1-REY-568","0",0,"Cat_4","D"
"Female","No",33,"No","Doctor",0,"Low",1,3,"1-HQG-548","0",0,"Cat_6","A"
"Male","Yes",68,"Yes","Entertainment",1,"Average",2,9,"1-MQT-739","0",0,"Cat_6","C"
"Male","Yes",52,"Yes","Executive",0,"High",4,7,"1-BSM-507","1",1,"Cat_6","C"
"Female","No",48,"Yes","Artist",4,"Low",1,6,"1-SDA-727","0",0,"Cat_6","C"
"Female","Yes",53,"No","Engineer",0,"Average",3,7,"1-PFM-845","0",0,"Cat_6","A"
"Female","No",26,"No","Healthcare",NA,"Low",1,1,"1-VSP-845","0",1,"Cat_6","D"
"Male","Yes",63,"Yes","Artist",9,"Low",1,8,"1-AFX-773","0",0,"Cat_6","A"
"Male","Yes",39,"Yes","Artist",NA,"Low",3,6,"1-EMJ-899","0",0,"Cat_6","A"
"Male","Yes",81,"No","Executive",NA,"High",2,10,"1-NSL-992","0",0,"Cat_6","B"
"Female","Yes",89,"Yes","Lawyer",1,"Low",1,12,"1-RLC-812","0",0,"Cat_6","A"
"Female","Yes",51,"Yes","Homemaker",9,"Average",2,7,"1-BMS-122","0",0,"Cat_6","D"
"Male","Yes",72,"Yes","Lawyer",1,"Low",1,11,"1-RXY-691","0",0,"Cat_6","D"
"Male","Yes",82,"No","Executive",1,"High",2,13,"1-FOH-400","0",1,"Cat_6","B"
"Female","Yes",39,"Yes","Doctor",0,"Low",1,5,"1-GPR-461","0",0,"Cat_2","A"
"Female","Yes",41,"Yes","Engineer",8,"Average",4,4,"1-REL-208","0",1,"Cat_4","B"
"Female","Yes",50,"Yes","Doctor",1,"Average",3,6,"1-YLZ-856","0",0,"Cat_6","B"
"Male","Yes",36,"Yes","Artist",NA,"Average",2,3,"1-ICO-929","1",0,"Cat_6","C"
"Female","No",35,"Yes","Doctor",0,"Low",1,3,"1-UXI-197","0",0,"Cat_6","B"
"Female","No",33,"No","Engineer",1,"Low",3,4,"1-NTD-219","0",0,"Cat_6","C"
"Male","Yes",57,"Yes","Artist",3,"Average",2,6,"1-APM-383","0",0,"Cat_6","B"
"Female","No",26,"No","Homemaker",0,"Low",6,2,"1-KAS-371","0",6,"Cat_3","A"
"Female","No",30,"No","Marketing",1,"Low",4,4,"1-UJZ-507","0",3,"Cat_6","B"
"Male","Yes",83,"Yes","Artist",2,"High",2,12,"1-XEM-927","0",0,"Cat_6","A"
"Male","Yes",43,"No","Doctor",0,"Low",2,5,"1-YDK-531","0",0,"Cat_6","A"
"Female","No",32,"Yes","Entertainment",1,"Low",5,2,"1-HOU-283","0",5,"Cat_6","D"
"Male","Yes",26,"No","Homemaker",9,"Average",2,1,"1-CPQ-048","1",0,"Cat_6","A"
"Female","Yes",56,"Yes","Engineer",2,"High",2,6,"1-IFR-430","1",0,"Cat_6","B"
"Male","No",25,"No","Executive",0,"Low",3,1,"1-BKF-781","0",0,"Cat_6","A"
"Male","No",32,"Yes","Healthcare",8,"Low",NA,4,"1-LEI-205","0",NA,"Cat_6","D"
"Male","Yes",43,"Yes","Artist",1,"Average",3,4,"1-DBR-848","0",1,"Cat_6","A"
"Female","Yes",38,"No","Engineer",0,"Low",3,4,"1-QQM-347","0",1,"Cat_4","A"
"Male","No",21,"No","Healthcare",9,"Low",4,1,"1-LWA-408","0",4,"Cat_3","D"
"Male","Yes",72,"Yes","Executive",8,"High",2,10,"1-AAK-738","0",0,"Cat_6","C"
"Female","Yes",26,"No","Engineer",7,"Average",2,1,"1-LZI-355","1",0,"Cat_3","B"
"Female","Yes",38,"Yes","Artist",0,"Average",3,3,"1-BJB-080","1",0,"Cat_6","C"
"Female","No",29,"No","Healthcare",0,"Low",3,3,"1-YRE-444","0",3,"Cat_6","C"
"Male","Yes",57,"Yes","Artist",NA,"Low",1,7,"1-IBZ-049","0",0,"Cat_6","D"
"Female","No",40,"Yes","Healthcare",1,"Low",1,5,"1-MGY-260","0",0,"Cat_6","B"
"Female","Yes",45,"Yes","Artist",5,"Average",3,4,"1-JLJ-497","0",0,"Cat_6","C"
"Female","Yes",39,"Yes","Engineer",1,"Low",1,4,"1-AJJ-644","0",0,"Cat_3","A"
"Female","No",33,"No","Entertainment",8,"Low",4,3,"1-RGW-629","0",3,"Cat_4","C"
"Female","No",28,"Yes","Doctor",12,"Low",2,3,"1-QDR-347","0",0,"Cat_7","D"
"Male","Yes",82,"No","Executive",1,"High",2,12,"1-EVP-461","0",1,"Cat_4","D"
"Male","No",31,"Yes","Artist",1,"Low",4,3,"1-HAO-929","0",2,"Cat_7","C"
"Male","No",27,"Yes","Healthcare",1,"Low",3,3,"1-WIC-328","0",2,"Cat_6","D"
"Male","Yes",49,"No","Doctor",1,"Low",2,5,"1-XJV-382","0",0,"Cat_4","A"
"Male","No",43,"Yes","Executive",1,"Low",4,5,"1-LTS-760","0",4,"Cat_6","A"
"Male","No",68,"Yes","Lawyer",1,"Low",1,9,"1-OOH-439","0",0,"Cat_6","D"
"Male","Yes",47,"Yes","Artist",13,"Average",4,5,"1-RWI-610","0",2,"Cat_6","C"
"Female","No",39,"Yes","Artist",1,"Low",1,5,"1-HLM-963","0",1,"Cat_6","D"
"Female","Yes",48,"Yes","Artist",3,"Low",1,6,"1-NWC-569","0",0,"Cat_6","A"
"Male","Yes",39,"Yes","Executive",4,"High",3,4,"1-DPH-805","1",0,"Cat_6","B"
"Female","Yes",25,"Yes","Healthcare",NA,"Low",2,2,"1-YTP-540","0",0,"Cat_6","D"
"Male","No",29,"No","Healthcare",1,"Low",6,3,"1-CDV-363","0",5,"Cat_6","D"
"Male","Yes",47,"Yes","Artist",1,"Average",2,6,"1-PGV-950","0",0,"Cat_6","C"
"Female","No",29,"Yes","Entertainment",1,"Low",4,5,"1-WCD-459","0",1,"Cat_6","A"
"Female","No",29,"No","Homemaker",8,"Low",1,2,"1-OXV-065","0",0,"Cat_4","D"
"Female","Yes",67,"Yes","Doctor",1,"Low",2,10,"1-KFQ-730","0",0,"Cat_6","D"
"Male","Yes",59,"Yes","Artist",1,"High",2,8,"1-EXZ-494","1",0,"Cat_6","C"
"Female","No",33,"Yes","Engineer",9,"Low",2,3,"1-DFB-745","0",0,"Cat_6","A"
"Male","Yes",38,"Yes","Entertainment",1,"Average",3,5,"1-NUU-476","1",0,"Cat_6","D"
"Male","Yes",52,"Yes","Artist",8,"Low",3,8,"1-GSY-428","0",0,"Cat_6","C"
"Male","Yes",48,"Yes","Entertainment",0,"Low",2,7,"1-XMY-408","0",0,"Cat_6","D"
"Male","Yes",50,"Yes","Artist",0,"Low",2,5,"1-RFV-343","0",0,"Cat_6","A"
"Female","Yes",79,"Yes","Lawyer",1,"Low",1,10,"1-PKI-497","0",0,"Cat_6","D"
"Male","Yes",70,"Yes","Lawyer",1,"High",2,10,"1-INN-257","0",0,"Cat_6","B"
"Male","No",20,"No","Healthcare",5,"Low",4,1,"1-CNO-746","0",2,"Cat_3","D"
"Male","No",22,"No","Healthcare",2,"Low",2,1,"1-SUL-538","0",0,"Cat_4","D"
"Female","No",38,"No","Artist",14,"Low",1,3,"1-SHB-232","0",0,"Cat_6","A"
"Male","No",35,"Yes","Doctor",3,"Low",1,3,"1-SLV-505","0",0,"Cat_6","A"
"Male","Yes",28,"No","Entertainment",9,"High",4,2,"1-SBJ-550","1",2,"Cat_6","D"
"Female","Yes",45,"No","Engineer",0,"Average",3,4,"1-HSQ-422","0",0,"Cat_6","A"
"Male","Yes",42,"Yes","Artist",5,"Average",2,5,"1-WVV-777","0",1,"Cat_6","C"
"Female","No",25,"No","Engineer",8,"Low",3,1,"1-QBO-798","0",3,"Cat_6","D"
"Male","Yes",26,"No","Entertainment",2,"Low",4,1,"1-RXI-508","0",2,"Cat_3","A"
"Male","No",42,"Yes","Marketing",NA,"Low",1,4,"1-MFL-833","0",0,"Cat_6","C"
"Male","No",30,"No","Entertainment",5,"Low",9,3,"1-GOO-293","0",7,"Cat_3","D"
"Female","No",55,"Yes","Entertainment",1,"Low",2,6,"1-APU-946","0",0,"Cat_6","B"
"Male","Yes",59,"Yes","Lawyer",NA,"High",2,7,"1-YQC-787","1",0,"Cat_6","C"
"Male","No",59,"Yes","Entertainment",1,"Low",1,7,"1-JNS-974","0",0,"Cat_6","C"
"Male","Yes",76,"Yes","Lawyer",1,"Low",1,12,"1-EOP-362","0",0,"Cat_6","B"
"Male","Yes",80,"No","Executive",0,"Low",1,10,"1-NYX-958","0",0,"Cat_6","D"
"Female","No",23,"No","Healthcare",1,"Low",4,1,"1-VRQ-240","0",3,"Cat_6","D"
"Female","No",28,"No","Engineer",3,"Low",7,2,"1-HCT-338","0",6,"Cat_4","A"
"Female","Yes",35,"Yes","Entertainment",0,"Low",4,4,"1-ENO-755","0",2,"Cat_1","A"
"Male","Yes",70,"Yes","Lawyer",1,"Low",1,10,"1-RWG-181","0",0,"Cat_6","A"
"Female","No",20,"No","Marketing",3,"Low",6,1,"1-LAT-006","0",3,"Cat_3","D"
"Male","Yes",61,"Yes","Healthcare",1,"Low",2,7,"1-IFC-849","0",1,"Cat_6","A"
"Male","No",27,"No","Healthcare",1,"Low",3,2,"1-QHE-292","0",3,"Cat_2","A"
"Female","Yes",62,"Yes","Artist",1,"High",2,8,"1-JEF-685","0",0,"Cat_6","C"
"Female","Yes",48,"Yes","Artist",0,"Average",5,5,"1-HPY-906","0",1,"Cat_7","C"
"Female","No",33,"Yes","Marketing",0,"Low",9,3,"1-LAV-791","0",9,"Cat_7","C"
"Male","Yes",42,"Yes","Artist",13,"Low",2,6,"1-WBG-323","0",0,"Cat_6","A"
"Female","Yes",46,"Yes","Artist",1,"Average",2,5,"1-LEZ-551","0",0,"Cat_6","C"
"Male","Yes",52,"Yes","Executive",0,"High",4,6,"1-HZG-328","1",0,"Cat_6","C"
"Male","Yes",57,"Yes","Artist",0,"Average",3,6,"1-BAU-597","0",1,"Cat_2","D"
"Female","No",26,"No","Healthcare",1,"Low",8,1,"1-GEV-406","0",5,"Cat_7","C"
"Male","Yes",35,"Yes","Healthcare",1,"Low",1,3,"1-YHN-354","0",0,"Cat_6","D"
"Male","No",26,"Yes","Artist",NA,"Low",NA,2,"1-QAH-373","0",NA,"Cat_4","A"
"Male","Yes",58,"Yes","Artist",1,"High",2,8,"1-KAR-073","1",0,"Cat_6","C"
"Male","Yes",36,"Yes","Entertainment",4,"Average",2,4,"1-YME-894","1",0,"Cat_6","B"
"Male","Yes",42,"No","Executive",3,"High",5,5,"1-FPF-094","1",1,"Cat_6","B"
"Male","Yes",84,"No","Executive",NA,"High",2,11,"1-RDJ-266","0",0,"Cat_6","D"
"Male","Yes",25,"Yes","Healthcare",9,"Low",2,1,"1-QYT-097","0",0,"Cat_6","C"
"Female","No",29,"Yes","Doctor",0,"Low",5,3,"1-QHL-709","0",4,"Cat_3","D"
"Female","Yes",52,"No","Engineer",NA,"Average",5,8,"1-JTS-249","0",2,"Cat_4","B"
"Female","Yes",41,"Yes","Entertainment",NA,"High",6,5,"1-FEJ-500","1",4,"Cat_6","C"
"Female","Yes",65,"Yes","Artist",13,"Low",1,8,"1-XRG-252","0",0,"Cat_6","B"
"Female","Yes",58,"Yes","Lawyer",1,"High",4,9,"1-BNY-032","1",2,"Cat_1","C"
"Female","No",42,"Yes","Artist",7,"Low",3,4,"1-PNE-436","0",2,"Cat_6","C"
"Male","Yes",69,"Yes","Executive",0,"Low",2,9,"1-PXT-679","0",0,"Cat_4","B"
"Female","Yes",62,"Yes","Homemaker",1,"Low",1,8,"1-WDK-050","0",0,"Cat_2","B"
"Female","Yes",83,"No","Lawyer",NA,"High",2,12,"1-MSD-582","0",0,"Cat_6","B"
"Female","Yes",72,"Yes","Doctor",1,"Average",2,9,"1-YZI-569","0",0,"Cat_6","A"
"Male","Yes",48,"Yes","Artist",1,"Average",3,6,"1-VOS-644","0",1,"Cat_6","C"
"Female","No",32,"No","Healthcare",1,"Low",NA,3,"1-MGY-043","0",NA,"Cat_6","C"
"Male","Yes",32,"No","Entertainment",2,"Low",2,4,"1-BYZ-690","0",0,"Cat_3","A"
"Male","No",23,"No","Healthcare",0,"Low",4,1,"1-HBZ-193","0",1,"Cat_3","A"
"Female","Yes",67,"No","Lawyer",NA,"High",2,9,"1-KLP-408","0",1,"Cat_6","D"
"Female","Yes",58,"No","Engineer",0,"Average",6,7,"1-NQP-817","0",2,"Cat_4","A"
"Female","No",31,"Yes","Entertainment",1,"Low",1,3,"1-DRM-813","0",1,"Cat_6","B"
"Female","No",27,"Yes","Homemaker",6,"Low",7,2,"1-IZQ-993","0",6,"Cat_6","B"
"Male","Yes",56,"Yes","Artist",1,"High",2,7,"1-WQD-537","1",0,"Cat_6","C"
"Male","No",40,"Yes","Artist",1,"Low",1,4,"1-WBA-087","0",1,"Cat_6","A"
"Female","No",61,"Yes","Marketing",1,"Low",1,8,"1-MUU-178","0",1,"Cat_6","D"
"Male","No",36,"Yes","Doctor",9,"Low",1,3,"1-RZD-053","0",0,"Cat_6","B"
"Female","No",27,"No","Homemaker",NA,"Low",1,3,"1-NRG-214","0",0,"Cat_6","C"
"Male","No",21,"No","Healthcare",1,"Low",4,1,"1-UZB-827","0",1,"Cat_6","D"
"Male","Yes",35,"Yes","Executive",4,"High",4,5,"1-ETY-067","1",0,"Cat_6","C"
"Male","No",25,"Yes","Healthcare",1,"Low",4,2,"1-ULM-151","0",3,"Cat_6","D"
"Male","Yes",88,"Yes","Lawyer",1,"Low",1,14,"1-UOO-187","0",0,"Cat_6","A"
"Male","No",43,"Yes","Entertainment",0,"Low",2,4,"1-VWL-134","0",1,"Cat_2","A"
"Male","No",37,"Yes","Artist",9,"Low",1,4,"1-GDR-370","0",0,"Cat_6","A"
"Female","Yes",37,"No","Entertainment",0,"Average",3,3,"1-UTK-318","1",0,"Cat_6","C"
"Female","No",23,"No","Healthcare",4,"Low",4,1,"1-LOY-967","0",4,"Cat_7","A"
"Male","Yes",53,"Yes","Executive",NA,"High",3,7,"1-BHT-210","1",0,"Cat_6","C"
"Male","No",29,"No","Entertainment",1,"Low",5,2,"1-AWT-833","0",2,"Cat_6","D"
"Male","No",31,"No","Healthcare",NA,"Low",4,2,"1-KIH-924","0",4,"Cat_6","B"
"Female","No",52,"Yes","Artist",1,"Low",1,6,"1-RMW-633","0",0,"Cat_6","A"
"Female","Yes",62,NA,"Doctor",0,"Average",4,8,"1-GMM-142","0",1,"Cat_6","B"
"Female","No",33,"Yes","Doctor",1,"Low",3,3,"1-AKK-574","0",0,"Cat_6","A"
"Female","Yes",69,"Yes","Artist",1,"High",2,8,"1-PXH-436","0",0,"Cat_6","B"
"Female","No",51,"Yes","Artist",0,"Low",1,6,"1-JTH-138","0",0,"Cat_6","B"
"Male","Yes",35,"Yes","Entertainment",1,"Average",2,4,"1-DYP-310","1",0,"Cat_6","A"
"Female","Yes",67,"Yes","Artist",0,"Average",3,8,"1-EGK-612","0",2,"Cat_6","A"
"Female","Yes",25,"Yes","Homemaker",9,"Average",2,2,"1-YTZ-558","1",0,NA,"A"
"Female","No",39,"Yes","Engineer",8,"Low",2,5,"1-VFU-390","0",0,"Cat_4","C"
"Female","No",30,"Yes","Healthcare",6,"Low",NA,3,"1-AYQ-354","0",NA,"Cat_3","A"
"Male","No",38,"Yes","Artist",1,"Low",1,3,"1-QMF-076","0",1,"Cat_6","B"
"Female","No",53,"Yes","Artist",0,"Low",2,7,"1-BEA-374","0",1,"Cat_6","A"
"Female","No",23,"No","Healthcare",0,"Low",NA,2,"1-VHX-503","0",NA,"Cat_6","D"
"Female","No",35,"Yes","Artist",1,"Low",1,5,"1-UMA-509","0",0,"Cat_6","B"
"Female","No",31,"Yes","Artist",14,"Low",3,5,"1-NQT-666","0",2,"Cat_2","A"
"Male","Yes",43,"No","Engineer",0,"Average",2,4,"1-LFG-120","0",0,"Cat_1","C"
"Female","No",32,"Yes","Homemaker",10,"Low",1,2,"1-LHS-934","0",0,"Cat_6","D"
"Female","No",32,"Yes","Artist",NA,"Low",7,3,"1-QZT-483","0",6,"Cat_6","A"
"Male","Yes",26,"Yes","Engineer",8,"Average",2,1,"1-EAE-000","1",0,"Cat_3","D"
"Female","No",20,NA,"Healthcare",1,"Low",4,1,"1-UZV-431","0",4,"Cat_6","D"
"Male","Yes",39,"No","Executive",NA,"High",4,4,"1-DOD-859","1",1,"Cat_6","B"
"Male","Yes",55,NA,"Entertainment",NA,"High",5,6,"1-DWZ-000","1",4,"Cat_6","B"
"Male","No",23,"No","Healthcare",0,"Low",4,1,"1-FTL-606","0",2,"Cat_3","D"
"Female","Yes",27,"Yes","Artist",0,"Average",2,2,"1-CTV-240","1",1,"Cat_4","B"
"Male","No",31,"No","Healthcare",1,"Low",4,2,"1-NQJ-377","0",4,"Cat_7","D"
"Male","Yes",35,"Yes","Executive",0,"High",4,4,"1-QXH-584","1",1,"Cat_6","A"
"Female","Yes",86,"No","Lawyer",NA,"Low",NA,12,"1-MET-507","0",NA,"Cat_6","B"
"Female","No",36,"Yes","Artist",5,"Low",1,3,"1-KUI-275","0",0,"Cat_6","A"
"Male","No",47,"Yes","Entertainment",4,"Low",1,6,"1-DBW-987","0",1,"Cat_6","A"
"Male","No",27,"Yes","Healthcare",0,"Low",2,2,"1-IOI-480","0",2,"Cat_6","C"
"Female","No",25,"No","Doctor",0,"Low",2,1,"1-SQH-990","0",1,"Cat_6","D"
"Female","No",20,"No","Marketing",3,"Low",4,1,"1-INV-846","0",1,"Cat_7","D"
"Female","Yes",46,"Yes","Artist",NA,"Average",2,6,"1-NXN-185","0",1,"Cat_3","C"
"Male","No",32,"Yes","Engineer",0,"Low",3,3,"1-UIK-289","0",3,"Cat_4","B"
"Male","Yes",59,"Yes","Artist",0,"Average",6,8,"1-OCL-256","0",3,"Cat_6","C"
"Female","Yes",63,"No","Marketing",NA,"Average",3,8,"1-BWP-761","0",0,"Cat_3","A"
"Female","Yes",42,"Yes","Doctor",0,"Low",1,4,"1-MPB-751","0",0,"Cat_4","B"
"Male","Yes",42,"No","Executive",9,"High",6,5,"1-YVO-518","1",5,"Cat_6","D"
"Female","Yes",43,"Yes","Entertainment",8,"Low",1,5,"1-XGE-928","0",0,"Cat_6","B"
"Female","Yes",78,"No","Entertainment",3,"Average",2,10,"1-EAQ-728","0",1,"Cat_6","A"
"Female","Yes",58,"No","Engineer",NA,"Average",2,8,"1-FCP-033","0",0,"Cat_4","C"
"Male","Yes",63,"No","Executive",0,"Average",3,9,"1-ATQ-257","0",2,"Cat_6","B"
"Female","No",40,"No","Engineer",8,"Low",1,5,"1-JIH-233","0",0,"Cat_6","A"
"Male","Yes",53,"Yes","Artist",0,"Low",3,6,"1-FPP-244","0",0,"Cat_6","B"
"Female","No",25,"Yes","Healthcare",0,"Low",1,1,"1-KSP-301","0",1,"Cat_6","D"
"Female","Yes",43,"Yes","Artist",0,"Average",2,4,"1-UKZ-919","0",0,"Cat_1","C"
"Female","Yes",60,"Yes","Doctor",6,"Average",2,7,"1-UWF-396","0",1,"Cat_6","C"
"Male","Yes",39,"Yes","Healthcare",1,"Low",3,5,"1-COY-849","0",1,"Cat_6","D"
"Male","Yes",39,"Yes","Entertainment",9,"High",3,5,"1-RZD-509","1",2,"Cat_6","D"
"Male","No",49,"Yes","Doctor",5,"Low",1,6,"1-RMN-910","0",1,"Cat_6","D"
"Female","Yes",48,"Yes","Artist",3,"Average",2,6,"1-ENW-919","0",1,"Cat_6","C"
"Male","No",35,"Yes","Artist",8,"Low",1,4,"1-GKU-940","0",0,"Cat_6","A"
"Male","Yes",40,"Yes","Artist",0,"Average",4,5,"1-BZN-863","0",2,"Cat_6","B"
"Female","Yes",48,"Yes","Artist",1,"High",4,5,"1-WCF-036","1",0,"Cat_6","C"
"Female","No",39,"Yes","Entertainment",7,"Low",1,4,"1-BQX-354","0",0,"Cat_6","A"
"Male","No",18,"No","Healthcare",0,"Low",3,1,"1-DBO-446","1",1,"Cat_3","D"
"Female","Yes",49,"Yes","Homemaker",14,"Low",1,5,"1-KCD-017","0",0,"Cat_6","A"
"Male","Yes",42,"No","Executive",3,"High",3,5,"1-PLG-752","1",2,"Cat_4","A"
"Female","Yes",62,"Yes","Artist",0,"High",2,7,"1-AMA-148","0",0,"Cat_6","B"
"Female","Yes",40,"Yes","Artist",0,"Low",1,4,"1-GGH-490","0",0,"Cat_6","B"
"Female","Yes",78,"Yes","Lawyer",3,"High",2,11,"1-SGK-959","0",1,"Cat_6","C"
"Male","No",21,"No","Healthcare",4,"Low",4,1,"1-MER-246","0",3,"Cat_6","D"
"Male","No",26,"No","Healthcare",1,"Low",1,1,"1-BZU-606","0",0,"Cat_4","D"
"Female","Yes",35,"Yes","Artist",NA,"Average",2,4,"1-UOP-455","1",0,"Cat_6","B"
"Female","Yes",71,"Yes","Doctor",1,"Average",2,9,"1-OLG-783","0",0,"Cat_6","A"
"Female","No",19,"No","Doctor",1,"Low",4,1,"1-ILO-973","1",3,"Cat_6","D"
"Male","Yes",32,"Yes","Entertainment",6,"Low",2,3,"1-QGR-180","0",0,"Cat_2","B"
"Male","Yes",86,"Yes","Lawyer",0,"Low",1,12,"1-KRM-325","0",0,"Cat_6","A"
"Male","Yes",47,"Yes","Marketing",0,"Low",5,7,"1-YZG-826","0",4,"Cat_6","A"
"Female","No",27,"Yes","Homemaker",3,"Low",7,2,"1-NBW-622","0",7,"Cat_6","D"
"Female","Yes",63,"Yes","Artist",1,"Average",4,8,"1-BFA-555","0",1,"Cat_6","B"
"Male","Yes",76,"Yes","Lawyer",1,"Low",2,11,"1-RWX-480","0",0,"Cat_3","A"
"Female","Yes",35,"Yes","Entertainment",9,"Average",2,4,"1-DOV-507","1",0,"Cat_2","A"
"Male","No",26,"No","Healthcare",0,"Low",4,1,"1-RVA-182","0",1,"Cat_3","C"
"Male","Yes",63,"No","Entertainment",1,"Average",5,8,"1-VXH-743","0",3,"Cat_6","C"
"Male","Yes",39,"No","Executive",12,"High",7,4,"1-FOM-035","1",3,"Cat_6","B"
"Male","Yes",45,"Yes","Artist",4,"Average",4,5,"1-RXR-243","0",3,"Cat_6","C"
"Male","No",22,"No","Healthcare",0,"Low",8,1,"1-LEB-529","0",6,"Cat_6","D"
"Male","Yes",59,"Yes","Artist",0,"Average",4,7,"1-QQW-850","0",1,"Cat_6","C"
"Male","Yes",68,"Yes","Artist",1,"Low",1,9,"1-EHX-380","0",0,"Cat_6","A"
"Female",NA,28,"Yes","Doctor",NA,"High",8,2,"1-BBZ-236","1",NA,"Cat_4","D"
"Female","No",32,"Yes","Artist",1,"Low",2,4,"1-WUG-335","0",0,"Cat_6","B"
"Male","No",49,"Yes","Artist",1,"Low",1,7,"1-CPP-235","0",1,"Cat_6","C"
"Male","No",22,"No","Healthcare",9,"Low",5,1,"1-OBQ-630","0",2,"Cat_6","D"
"Male","No",33,"Yes","Healthcare",4,"Low",1,5,"1-RGW-449","0",0,"Cat_6","D"
"Female","No",36,"Yes","Artist",1,"Low",1,7,"1-WYS-503","0",0,"Cat_4","B"
"Female","No",36,"Yes","Artist",9,"Low",3,5,"1-AZR-485","0",0,"Cat_4","A"
"Female","No",32,"Yes","Healthcare",NA,"Low",3,2,"1-IEE-439","0",1,"Cat_3","C"
"Female","Yes",50,"Yes","Healthcare",1,"Low",3,7,"1-ROW-379","0",2,"Cat_6","D"
"Male","No",31,"No","Doctor",0,"Low",3,3,"1-VCE-931","0",1,"Cat_6","C"
"Female","Yes",49,"Yes","Entertainment",2,"Average",3,6,"1-LKJ-915","0",1,"Cat_6","A"
"Female","Yes",88,"Yes","Lawyer",1,"High",2,14,"1-QHT-280","0",1,"Cat_6","B"
"Female","Yes",32,"No","Doctor",0,"Low",5,2,"1-QNO-412","0",1,"Cat_6","A"
"Male","Yes",66,"Yes","Executive",0,"Low",1,8,"1-GLZ-539","0",0,"Cat_6","B"
"Male","Yes",40,"Yes","Entertainment",8,"Low",2,4,"1-HRX-031","0",0,"Cat_6","D"
"Male","Yes",37,"Yes","Artist",1,"Average",2,4,"1-NWC-946","1",0,"Cat_6","C"
"Male","Yes",60,"No","Entertainment",NA,"Low",2,7,"1-JKE-627","0",0,"Cat_3","A"
"Male","Yes",60,"Yes","Executive",1,"High",4,8,"1-WRV-804","0",2,"Cat_6","B"
"Male","Yes",51,"No","Entertainment",1,"Low",3,6,"1-GVG-116","0",2,"Cat_6","A"
"Male","Yes",35,"No","Doctor",0,"Average",5,3,"1-QLP-810","1",4,"Cat_4","C"
"Female","No",22,"No","Healthcare",0,"Low",3,1,"1-YZZ-122","0",0,"Cat_2","D"
"Male","Yes",35,"Yes","Entertainment",1,"Average",2,3,"1-CDX-786","1",1,"Cat_2","B"
"Male","Yes",36,"Yes","Executive",NA,"High",4,5,"1-DYI-455","1",3,"Cat_6","A"
"Male","Yes",41,"Yes","Artist",1,"Average",2,4,"1-PDM-046","0",1,"Cat_6","C"
